variant,scene,category,group,correct,total,accuracy_percent,version,incorrect
U3,leo_low_elev_weak,named,test_unseen_day_rx_0,3533,6000,58.88333333333333,V2,2467
U3,leo_low_elev_weak,named,test_unseen_day_rx_2,2338,6000,38.96666666666667,V2,3662
U3,leo_low_elev_weak,named,test_unseen_day_rx_5,3579,6000,59.65,V2,2421
U3,leo_low_elev_weak,named,test_unseen_day_rx_7,2998,6000,49.96666666666667,V2,3002
U3,leo_low_elev_weak,named,test_unseen_day_rx_9,3603,6000,60.05,V2,2397
U3,leo_low_elev_weak,named,test_unseen_day_rx_10,4133,6000,68.88333333333334,V2,1867
U3,leo_low_elev_weak,named,test_unseen_day_rx_11,3737,6000,62.28333333333333,V2,2263
U3,leo_low_elev_weak,receiver_all_days,0,15856,24000,66.06666666666666,V2,8144
U3,leo_low_elev_weak,receiver_all_days,1,4192,6000,69.86666666666666,V2,1808
U3,leo_low_elev_weak,receiver_all_days,2,10652,24000,44.38333333333333,V2,13348
U3,leo_low_elev_weak,receiver_all_days,3,4197,6000,69.95,V2,1803
U3,leo_low_elev_weak,receiver_all_days,4,5040,6000,84.0,V2,960
U3,leo_low_elev_weak,receiver_all_days,5,16628,24000,69.28333333333333,V2,7372
U3,leo_low_elev_weak,receiver_all_days,6,4955,6000,82.58333333333333,V2,1045
U3,leo_low_elev_weak,receiver_all_days,7,10071,24000,41.9625,V2,13929
U3,leo_low_elev_weak,receiver_all_days,8,4316,6000,71.93333333333334,V2,1684
U3,leo_low_elev_weak,receiver_all_days,9,15931,24000,66.37916666666666,V2,8069
U3,leo_low_elev_weak,receiver_all_days,10,14867,24000,61.94583333333333,V2,9133
U3,leo_low_elev_weak,receiver_all_days,11,14558,24000,60.65833333333333,V2,9442
U3,leo_low_elev_weak,class,0,22929,33000,69.48181818181818,V2,10071
U3,leo_low_elev_weak,class,1,8880,33000,26.90909090909091,V2,24120
U3,leo_low_elev_weak,class,2,15894,33000,48.163636363636364,V2,17106
U3,leo_low_elev_weak,class,3,19987,33000,60.56666666666667,V2,13013
U3,leo_low_elev_weak,class,4,25406,33000,76.98787878787878,V2,7594
U3,leo_low_elev_weak,class,5,28167,33000,85.35454545454546,V2,4833
U3,leo_rain_weak,aggregate,all,121952,198000,61.59191919191919,V2,76048
U3,leo_rain_weak,named,test_unseen_day_seen_rx,22823,30000,76.07666666666667,V2,7177
U3,leo_rain_weak,named,test_day_0,22823,30000,76.07666666666667,V2,7177
U3,leo_rain_weak,named,test_seen_day_unseen_rx,75224,126000,59.7015873015873,V2,50776
U3,leo_rain_weak,named,test_rx_0,12321,18000,68.45,V2,5679
U3,leo_rain_weak,named,test_rx_2,8329,18000,46.272222222222226,V2,9671
U3,leo_rain_weak,named,test_rx_5,13257,18000,73.65,V2,4743
U3,leo_rain_weak,named,test_rx_7,7148,18000,39.71111111111111,V2,10852
U3,leo_rain_weak,named,test_rx_9,12424,18000,69.02222222222223,V2,5576
U3,leo_rain_weak,named,test_rx_10,10812,18000,60.06666666666667,V2,7188
U3,leo_rain_weak,named,test_rx_11,10933,18000,60.73888888888889,V2,7067
U3,leo_rain_weak,named,test_unseen_day_unseen_rx,23905,42000,56.916666666666664,V2,18095
U3,leo_rain_weak,named,test_unseen_day_rx_0,3480,6000,58.0,V2,2520
U3,leo_rain_weak,named,test_unseen_day_rx_2,2340,6000,39.0,V2,3660
U3,leo_rain_weak,named,test_unseen_day_rx_5,3666,6000,61.1,V2,2334
U3,leo_rain_weak,named,test_unseen_day_rx_7,2938,6000,48.96666666666667,V2,3062
U3,leo_rain_weak,named,test_unseen_day_rx_9,3611,6000,60.18333333333333,V2,2389
U3,leo_rain_weak,named,test_unseen_day_rx_10,4238,6000,70.63333333333334,V2,1762
U3,leo_rain_weak,named,test_unseen_day_rx_11,3632,6000,60.53333333333333,V2,2368
U3,leo_rain_weak,receiver_all_days,0,15801,24000,65.8375,V2,8199
U3,leo_rain_weak,receiver_all_days,1,4203,6000,70.05,V2,1797
U3,leo_rain_weak,receiver_all_days,2,10669,24000,44.454166666666666,V2,13331
U3,leo_rain_weak,receiver_all_days,3,4230,6000,70.5,V2,1770
U3,leo_rain_weak,receiver_all_days,4,5068,6000,84.46666666666667,V2,932
U3,leo_rain_weak,receiver_all_days,5,16923,24000,70.5125,V2,7077
U3,leo_rain_weak,receiver_all_days,6,4897,6000,81.61666666666666,V2,1103
U3,leo_rain_weak,receiver_all_days,7,10086,24000,42.025,V2,13914
U3,leo_rain_weak,receiver_all_days,8,4425,6000,73.75,V2,1575
U3,leo_rain_weak,receiver_all_days,9,16035,24000,66.8125,V2,7965
U3,leo_rain_weak,receiver_all_days,10,15050,24000,62.708333333333336,V2,8950
U3,leo_rain_weak,receiver_all_days,11,14565,24000,60.6875,V2,9435
U3,leo_rain_weak,class,0,23410,33000,70.93939393939394,V2,9590
U3,leo_rain_weak,class,1,9038,33000,27.387878787878787,V2,23962
U3,leo_rain_weak,class,2,16086,33000,48.74545454545454,V2,16914
U3,leo_rain_weak,class,3,19620,33000,59.45454545454545,V2,13380
U3,leo_rain_weak,class,4,25262,33000,76.55151515151515,V2,7738
U3,leo_rain_weak,class,5,28536,33000,86.47272727272727,V2,4464
Ux,clean,aggregate,all,155327,198000,78.4479797979798,V2,42673
Ux,clean,named,test_unseen_day_seen_rx,27796,30000,92.65333333333334,V2,2204
Ux,clean,named,test_day_0,27796,30000,92.65333333333334,V2,2204
Ux,clean,named,test_seen_day_unseen_rx,96588,126000,76.65714285714286,V2,29412
Ux,clean,named,test_rx_0,14718,18000,81.76666666666667,V2,3282
Ux,clean,named,test_rx_2,10460,18000,58.111111111111114,V2,7540
Ux,clean,named,test_rx_5,15719,18000,87.32777777777778,V2,2281
Ux,clean,named,test_rx_7,11714,18000,65.07777777777778,V2,6286
Ux,clean,named,test_rx_9,15367,18000,85.37222222222222,V2,2633
Ux,clean,named,test_rx_10,14993,18000,83.29444444444445,V2,3007
Ux,clean,named,test_rx_11,13617,18000,75.65,V2,4383
Ux,clean,named,test_unseen_day_unseen_rx,30943,42000,73.67380952380952,V2,11057
Ux,clean,named,test_unseen_day_rx_0,4031,6000,67.18333333333334,V2,1969
Ux,clean,named,test_unseen_day_rx_2,3522,6000,58.7,V2,2478
Ux,clean,named,test_unseen_day_rx_5,4923,6000,82.05,V2,1077
Ux,clean,named,test_unseen_day_rx_7,5011,6000,83.51666666666667,V2,989
Ux,clean,named,test_unseen_day_rx_9,4239,6000,70.65,V2,1761
Ux,clean,named,test_unseen_day_rx_10,4695,6000,78.25,V2,1305
Ux,clean,named,test_unseen_day_rx_11,4522,6000,75.36666666666666,V2,1478
Ux,clean,receiver_all_days,0,18749,24000,78.12083333333334,V2,5251
Ux,clean,receiver_all_days,1,4756,6000,79.26666666666667,V2,1244
Ux,clean,receiver_all_days,2,13982,24000,58.25833333333333,V2,10018
Ux,clean,receiver_all_days,3,5648,6000,94.13333333333334,V2,352
Ux,clean,receiver_all_days,4,5848,6000,97.46666666666667,V2,152
Ux,clean,receiver_all_days,5,20642,24000,86.00833333333334,V2,3358
Ux,clean,receiver_all_days,6,5896,6000,98.26666666666667,V2,104
Ux,clean,receiver_all_days,7,16725,24000,69.6875,V2,7275
Ux,clean,receiver_all_days,8,5648,6000,94.13333333333334,V2,352
Ux,clean,receiver_all_days,9,19606,24000,81.69166666666666,V2,4394
Ux,clean,receiver_all_days,10,19688,24000,82.03333333333333,V2,4312
Ux,clean,receiver_all_days,11,18139,24000,75.57916666666667,V2,5861
Ux,clean,class,0,31454,33000,95.31515151515151,V2,1546
Ux,clean,class,1,17012,33000,51.551515151515154,V2,15988
Ux,clean,class,2,20727,33000,62.80909090909091,V2,12273
Ux,clean,class,3,22360,33000,67.75757575757575,V2,10640
Ux,clean,class,4,31939,33000,96.78484848484848,V2,1061
Ux,clean,class,5,31835,33000,96.46969696969697,V2,1165
Ux,leo_clear_weak,aggregate,all,124398,198000,62.82727272727273,V2,73602
Ux,leo_clear_weak,named,test_unseen_day_seen_rx,23592,30000,78.64,V2,6408
Ux,leo_clear_weak,named,test_day_0,23592,30000,78.64,V2,6408
Ux,leo_clear_weak,named,test_seen_day_unseen_rx,76242,126000,60.50952380952381,V2,49758
Ux,leo_clear_weak,named,test_rx_0,13306,18000,73.92222222222222,V2,4694
Ux,leo_clear_weak,named,test_rx_2,7655,18000,42.52777777777778,V2,10345
Ux,leo_clear_weak,named,test_rx_5,13409,18000,74.49444444444444,V2,4591
Ux,leo_clear_weak,named,test_rx_7,7160,18000,39.77777777777778,V2,10840
Ux,leo_clear_weak,named,test_rx_9,12675,18000,70.41666666666667,V2,5325
Ux,leo_clear_weak,named,test_rx_10,10819,18000,60.105555555555554,V2,7181
Ux,leo_clear_weak,named,test_rx_11,11218,18000,62.32222222222222,V2,6782
Ux,leo_clear_weak,named,test_unseen_day_unseen_rx,24564,42000,58.48571428571429,V2,17436
Ux,leo_clear_weak,named,test_unseen_day_rx_0,3619,6000,60.31666666666667,V2,2381
Ux,leo_clear_weak,named,test_unseen_day_rx_2,2306,6000,38.43333333333333,V2,3694
Ux,leo_clear_weak,named,test_unseen_day_rx_5,3742,6000,62.36666666666667,V2,2258
Ux,leo_clear_weak,named,test_unseen_day_rx_7,3137,6000,52.28333333333333,V2,2863
Ux,leo_clear_weak,named,test_unseen_day_rx_9,3728,6000,62.13333333333333,V2,2272
Ux,leo_clear_weak,named,test_unseen_day_rx_10,4205,6000,70.08333333333333,V2,1795
Ux,leo_clear_weak,named,test_unseen_day_rx_11,3827,6000,63.78333333333333,V2,2173
Ux,leo_clear_weak,receiver_all_days,0,16925,24000,70.52083333333333,V2,7075
Ux,leo_clear_weak,receiver_all_days,1,4384,6000,73.06666666666666,V2,1616
Ux,leo_clear_weak,receiver_all_days,2,9961,24000,41.50416666666667,V2,14039
Ux,leo_clear_weak,receiver_all_days,3,4369,6000,72.81666666666666,V2,1631
Ux,leo_clear_weak,receiver_all_days,4,5175,6000,86.25,V2,825
Ux,leo_clear_weak,receiver_all_days,5,17151,24000,71.4625,V2,6849
Ux,leo_clear_weak,receiver_all_days,6,5023,6000,83.71666666666667,V2,977
Ux,leo_clear_weak,receiver_all_days,7,10297,24000,42.90416666666667,V2,13703
Ux,leo_clear_weak,receiver_all_days,8,4641,6000,77.35,V2,1359
Ux,leo_clear_weak,receiver_all_days,9,16403,24000,68.34583333333333,V2,7597
Ux,leo_clear_weak,receiver_all_days,10,15024,24000,62.6,V2,8976
Ux,leo_clear_weak,receiver_all_days,11,15045,24000,62.6875,V2,8955
Ux,leo_clear_weak,class,0,21945,33000,66.5,V2,11055
Ux,leo_clear_weak,class,1,10065,33000,30.5,V2,22935
Ux,leo_clear_weak,class,2,14898,33000,45.14545454545455,V2,18102
Ux,leo_clear_weak,class,3,21758,33000,65.93333333333334,V2,11242
Ux,leo_clear_weak,class,4,24899,33000,75.45151515151515,V2,8101
Ux,leo_clear_weak,class,5,30833,33000,93.43333333333334,V2,2167
Ux,leo_low_elev_weak,aggregate,all,119197,198000,60.20050505050505,V2,78803
Ux,leo_low_elev_weak,named,test_unseen_day_seen_rx,22499,30000,74.99666666666667,V2,7501
Ux,leo_low_elev_weak,named,test_day_0,22499,30000,74.99666666666667,V2,7501
Ux,leo_low_elev_weak,named,test_seen_day_unseen_rx,73239,126000,58.12619047619047,V2,52761
Ux,leo_low_elev_weak,named,test_rx_0,12595,18000,69.97222222222223,V2,5405
Ux,leo_low_elev_weak,named,test_rx_2,7596,18000,42.2,V2,10404
Ux,leo_low_elev_weak,named,test_rx_5,12782,18000,71.0111111111111,V2,5218
Ux,leo_low_elev_weak,named,test_rx_7,6986,18000,38.81111111111111,V2,11014
Ux,leo_low_elev_weak,named,test_rx_9,12221,18000,67.89444444444445,V2,5779
Ux,leo_low_elev_weak,named,test_rx_10,10305,18000,57.25,V2,7695
Ux,leo_low_elev_weak,named,test_rx_11,10754,18000,59.74444444444445,V2,7246
Ux,leo_low_elev_weak,named,test_unseen_day_unseen_rx,23459,42000,55.85476190476191,V2,18541
Ux,leo_low_elev_weak,named,test_unseen_day_rx_0,3420,6000,57.0,V2,2580
Ux,leo_low_elev_weak,named,test_unseen_day_rx_2,2347,6000,39.11666666666667,V2,3653
Ux,leo_low_elev_weak,named,test_unseen_day_rx_5,3478,6000,57.96666666666667,V2,2522
Ux,leo_low_elev_weak,named,test_unseen_day_rx_7,2964,6000,49.4,V2,3036
Ux,leo_low_elev_weak,named,test_unseen_day_rx_9,3648,6000,60.8,V2,2352
Ux,leo_low_elev_weak,named,test_unseen_day_rx_10,3881,6000,64.68333333333334,V2,2119
Ux,leo_low_elev_weak,named,test_unseen_day_rx_11,3721,6000,62.016666666666666,V2,2279
Ux,leo_low_elev_weak,receiver_all_days,0,16015,24000,66.72916666666667,V2,7985
Ux,leo_low_elev_weak,receiver_all_days,1,4150,6000,69.16666666666667,V2,1850
Ux,leo_low_elev_weak,receiver_all_days,2,9943,24000,41.42916666666667,V2,14057
Ux,leo_low_elev_weak,receiver_all_days,3,4124,6000,68.73333333333333,V2,1876
Ux,leo_low_elev_weak,receiver_all_days,4,5010,6000,83.5,V2,990
Ux,leo_low_elev_weak,receiver_all_days,5,16260,24000,67.75,V2,7740
Ux,leo_low_elev_weak,receiver_all_days,6,4824,6000,80.4,V2,1176
Ux,leo_low_elev_weak,receiver_all_days,7,9950,24000,41.458333333333336,V2,14050
Ux,leo_low_elev_weak,receiver_all_days,8,4391,6000,73.18333333333334,V2,1609
Ux,leo_low_elev_weak,receiver_all_days,9,15869,24000,66.12083333333334,V2,8131
Ux,leo_low_elev_weak,receiver_all_days,10,14186,24000,59.108333333333334,V2,9814
Ux,leo_low_elev_weak,receiver_all_days,11,14475,24000,60.3125,V2,9525
Ux,leo_low_elev_weak,class,0,20991,33000,63.60909090909091,V2,12009
Ux,leo_low_elev_weak,class,1,9493,33000,28.766666666666666,V2,23507
Ux,leo_low_elev_weak,class,2,13852,33000,41.97575757575758,V2,19148
Ux,leo_low_elev_weak,class,3,20768,33000,62.93333333333333,V2,12232
Ux,leo_low_elev_weak,class,4,23557,33000,71.38484848484849,V2,9443
Ux,leo_low_elev_weak,class,5,30536,33000,92.53333333333333,V2,2464
Ux,leo_rain_weak,aggregate,all,119416,198000,60.31111111111111,V2,78584
Ux,leo_rain_weak,named,test_unseen_day_seen_rx,22617,30000,75.39,V2,7383
Ux,leo_rain_weak,named,test_day_0,22617,30000,75.39,V2,7383
Ux,leo_rain_weak,named,test_seen_day_unseen_rx,73388,126000,58.24444444444445,V2,52612
Ux,leo_rain_weak,named,test_rx_0,12559,18000,69.77222222222223,V2,5441
Ux,leo_rain_weak,named,test_rx_2,7537,18000,41.87222222222222,V2,10463
Ux,leo_rain_weak,named,test_rx_5,12911,18000,71.72777777777777,V2,5089
Ux,leo_rain_weak,named,test_rx_7,7105,18000,39.47222222222222,V2,10895
Ux,leo_rain_weak,named,test_rx_9,12232,18000,67.95555555555555,V2,5768
Ux,leo_rain_weak,named,test_rx_10,10166,18000,56.477777777777774,V2,7834
Ux,leo_rain_weak,named,test_rx_11,10878,18000,60.43333333333333,V2,7122
Ux,leo_rain_weak,named,test_unseen_day_unseen_rx,23411,42000,55.74047619047619,V2,18589
Ux,leo_rain_weak,named,test_unseen_day_rx_0,3362,6000,56.03333333333333,V2,2638
Ux,leo_rain_weak,named,test_unseen_day_rx_2,2361,6000,39.35,V2,3639
Ux,leo_rain_weak,named,test_unseen_day_rx_5,3556,6000,59.266666666666666,V2,2444
Ux,leo_rain_weak,named,test_unseen_day_rx_7,2931,6000,48.85,V2,3069
Ux,leo_rain_weak,named,test_unseen_day_rx_9,3616,6000,60.266666666666666,V2,2384
Ux,leo_rain_weak,named,test_unseen_day_rx_10,3974,6000,66.23333333333333,V2,2026
Ux,leo_rain_weak,named,test_unseen_day_rx_11,3611,6000,60.18333333333333,V2,2389
Ux,leo_rain_weak,receiver_all_days,0,15921,24000,66.3375,V2,8079
Ux,leo_rain_weak,receiver_all_days,1,4142,6000,69.03333333333333,V2,1858
Ux,leo_rain_weak,receiver_all_days,2,9898,24000,41.24166666666667,V2,14102
Ux,leo_rain_weak,receiver_all_days,3,4146,6000,69.1,V2,1854
Ux,leo_rain_weak,receiver_all_days,4,5064,6000,84.4,V2,936
Ux,leo_rain_weak,receiver_all_days,5,16467,24000,68.6125,V2,7533
Ux,leo_rain_weak,receiver_all_days,6,4788,6000,79.8,V2,1212
Ux,leo_rain_weak,receiver_all_days,7,10036,24000,41.81666666666667,V2,13964
Ux,leo_rain_weak,receiver_all_days,8,4477,6000,74.61666666666666,V2,1523
Ux,leo_rain_weak,receiver_all_days,9,15848,24000,66.03333333333333,V2,8152
Ux,leo_rain_weak,receiver_all_days,10,14140,24000,58.916666666666664,V2,9860
Ux,leo_rain_weak,receiver_all_days,11,14489,24000,60.37083333333333,V2,9511
Ux,leo_rain_weak,class,0,21440,33000,64.96969696969697,V2,11560
Ux,leo_rain_weak,class,1,9593,33000,29.06969696969697,V2,23407
Ux,leo_rain_weak,class,2,13845,33000,41.95454545454545,V2,19155
Ux,leo_rain_weak,class,3,20419,33000,61.875757575757575,V2,12581
Ux,leo_rain_weak,class,4,23384,33000,70.86060606060606,V2,9616
Ux,leo_rain_weak,class,5,30735,33000,93.13636363636364,V2,2265
Ux_normalized,clean,aggregate,all,159132,198000,80.36969696969697,V2,38868
Ux_normalized,clean,named,test_unseen_day_seen_rx,27785,30000,92.61666666666666,V2,2215
Ux_normalized,clean,named,test_day_0,27785,30000,92.61666666666666,V2,2215
Ux_normalized,clean,named,test_seen_day_unseen_rx,99781,126000,79.19126984126984,V2,26219
Ux_normalized,clean,named,test_rx_0,15209,18000,84.49444444444444,V2,2791
Ux_normalized,clean,named,test_rx_2,12039,18000,66.88333333333334,V2,5961
Ux_normalized,clean,named,test_rx_5,15966,18000,88.7,V2,2034
Ux_normalized,clean,named,test_rx_7,12093,18000,67.18333333333334,V2,5907
Ux_normalized,clean,named,test_rx_9,15501,18000,86.11666666666666,V2,2499
Ux_normalized,clean,named,test_rx_10,14951,18000,83.06111111111112,V2,3049
Ux_normalized,clean,named,test_rx_11,14022,18000,77.9,V2,3978
Ux_normalized,clean,named,test_unseen_day_unseen_rx,31566,42000,75.15714285714286,V2,10434
Ux_normalized,clean,named,test_unseen_day_rx_0,4074,6000,67.9,V2,1926
Ux_normalized,clean,named,test_unseen_day_rx_2,3645,6000,60.75,V2,2355
Ux_normalized,clean,named,test_unseen_day_rx_5,4684,6000,78.06666666666666,V2,1316
Ux_normalized,clean,named,test_unseen_day_rx_7,5327,6000,88.78333333333333,V2,673
Ux_normalized,clean,named,test_unseen_day_rx_9,4350,6000,72.5,V2,1650
Ux_normalized,clean,named,test_unseen_day_rx_10,4689,6000,78.15,V2,1311
Ux_normalized,clean,named,test_unseen_day_rx_11,4797,6000,79.95,V2,1203
Ux_normalized,clean,receiver_all_days,0,19283,24000,80.34583333333333,V2,4717
Ux_normalized,clean,receiver_all_days,1,4734,6000,78.9,V2,1266
Ux_normalized,clean,receiver_all_days,2,15684,24000,65.35,V2,8316
Ux_normalized,clean,receiver_all_days,3,5661,6000,94.35,V2,339
Ux_normalized,clean,receiver_all_days,4,5855,6000,97.58333333333333,V2,145
Ux_normalized,clean,receiver_all_days,5,20650,24000,86.04166666666667,V2,3350
Ux_normalized,clean,receiver_all_days,6,5886,6000,98.1,V2,114
Ux_normalized,clean,receiver_all_days,7,17420,24000,72.58333333333333,V2,6580
Ux_normalized,clean,receiver_all_days,8,5649,6000,94.15,V2,351
Ux_normalized,clean,receiver_all_days,9,19851,24000,82.7125,V2,4149
Ux_normalized,clean,receiver_all_days,10,19640,24000,81.83333333333333,V2,4360
Ux_normalized,clean,receiver_all_days,11,18819,24000,78.4125,V2,5181
Ux_normalized,clean,class,0,31591,33000,95.73030303030303,V2,1409
Ux_normalized,clean,class,1,17286,33000,52.38181818181818,V2,15714
Ux_normalized,clean,class,2,23314,33000,70.64848484848486,V2,9686
Ux_normalized,clean,class,3,23004,33000,69.7090909090909,V2,9996
Ux_normalized,clean,class,4,32589,33000,98.75454545454545,V2,411
Ux_normalized,clean,class,5,31348,33000,94.9939393939394,V2,1652
Ux_normalized,leo_clear_weak,aggregate,all,130232,198000,65.77373737373738,V2,67768
Ux_normalized,leo_clear_weak,named,test_unseen_day_seen_rx,23887,30000,79.62333333333333,V2,6113
Ux_normalized,leo_clear_weak,named,test_day_0,23887,30000,79.62333333333333,V2,6113
Ux_normalized,leo_clear_weak,named,test_seen_day_unseen_rx,80510,126000,63.8968253968254,V2,45490
Ux_normalized,leo_clear_weak,named,test_rx_0,13465,18000,74.80555555555556,V2,4535
Ux_normalized,leo_clear_weak,named,test_rx_2,8815,18000,48.97222222222222,V2,9185
Ux_normalized,leo_clear_weak,named,test_rx_5,13909,18000,77.27222222222223,V2,4091
Ux_normalized,leo_clear_weak,named,test_rx_7,7530,18000,41.833333333333336,V2,10470
Ux_normalized,leo_clear_weak,named,test_rx_9,13536,18000,75.2,V2,4464
Ux_normalized,leo_clear_weak,named,test_rx_10,11437,18000,63.53888888888889,V2,6563
Ux_normalized,leo_clear_weak,named,test_rx_11,11818,18000,65.65555555555555,V2,6182
Ux_normalized,leo_clear_weak,named,test_unseen_day_unseen_rx,25835,42000,61.51190476190476,V2,16165
Ux_normalized,leo_clear_weak,named,test_unseen_day_rx_0,3760,6000,62.666666666666664,V2,2240
Ux_normalized,leo_clear_weak,named,test_unseen_day_rx_2,2354,6000,39.233333333333334,V2,3646
Ux_normalized,leo_clear_weak,named,test_unseen_day_rx_5,3918,6000,65.3,V2,2082
Ux_normalized,leo_clear_weak,named,test_unseen_day_rx_7,3379,6000,56.31666666666667,V2,2621
Ux_normalized,leo_clear_weak,named,test_unseen_day_rx_9,3946,6000,65.76666666666667,V2,2054
Ux_normalized,leo_clear_weak,named,test_unseen_day_rx_10,4415,6000,73.58333333333333,V2,1585
Ux_normalized,leo_clear_weak,named,test_unseen_day_rx_11,4063,6000,67.71666666666667,V2,1937
Ux_normalized,leo_clear_weak,receiver_all_days,0,17225,24000,71.77083333333333,V2,6775
Ux_normalized,leo_clear_weak,receiver_all_days,1,4465,6000,74.41666666666667,V2,1535
Ux_normalized,leo_clear_weak,receiver_all_days,2,11169,24000,46.5375,V2,12831
Ux_normalized,leo_clear_weak,receiver_all_days,3,4421,6000,73.68333333333334,V2,1579
Ux_normalized,leo_clear_weak,receiver_all_days,4,5259,6000,87.65,V2,741
Ux_normalized,leo_clear_weak,receiver_all_days,5,17827,24000,74.27916666666667,V2,6173
Ux_normalized,leo_clear_weak,receiver_all_days,6,5205,6000,86.75,V2,795
Ux_normalized,leo_clear_weak,receiver_all_days,7,10909,24000,45.454166666666666,V2,13091
Ux_normalized,leo_clear_weak,receiver_all_days,8,4537,6000,75.61666666666666,V2,1463
Ux_normalized,leo_clear_weak,receiver_all_days,9,17482,24000,72.84166666666667,V2,6518
Ux_normalized,leo_clear_weak,receiver_all_days,10,15852,24000,66.05,V2,8148
Ux_normalized,leo_clear_weak,receiver_all_days,11,15881,24000,66.17083333333333,V2,8119
Ux_normalized,leo_clear_weak,class,0,24180,33000,73.27272727272727,V2,8820
Ux_normalized,leo_clear_weak,class,1,9748,33000,29.53939393939394,V2,23252
Ux_normalized,leo_clear_weak,class,2,18388,33000,55.72121212121212,V2,14612
Ux_normalized,leo_clear_weak,class,3,20525,33000,62.196969696969695,V2,12475
Ux_normalized,leo_clear_weak,class,4,26819,33000,81.26969696969697,V2,6181
Ux_normalized,leo_clear_weak,class,5,30572,33000,92.64242424242424,V2,2428
Ux_normalized,leo_low_elev_weak,aggregate,all,124939,198000,63.10050505050505,V2,73061
Ux_normalized,leo_low_elev_weak,named,test_unseen_day_seen_rx,22751,30000,75.83666666666667,V2,7249
Ux_normalized,leo_low_elev_weak,named,test_day_0,22751,30000,75.83666666666667,V2,7249
Ux_normalized,leo_low_elev_weak,named,test_seen_day_unseen_rx,77410,126000,61.43650793650794,V2,48590
Ux_normalized,leo_low_elev_weak,named,test_rx_0,12815,18000,71.19444444444444,V2,5185
Ux_normalized,leo_low_elev_weak,named,test_rx_2,8748,18000,48.6,V2,9252
Ux_normalized,leo_low_elev_weak,named,test_rx_5,13326,18000,74.03333333333333,V2,4674
Ux_normalized,leo_low_elev_weak,named,test_rx_7,7419,18000,41.21666666666667,V2,10581
Ux_normalized,leo_low_elev_weak,named,test_rx_9,13031,18000,72.39444444444445,V2,4969
Ux_normalized,leo_low_elev_weak,named,test_rx_10,10763,18000,59.794444444444444,V2,7237
Ux_normalized,leo_low_elev_weak,named,test_rx_11,11308,18000,62.82222222222222,V2,6692
Ux_normalized,leo_low_elev_weak,named,test_unseen_day_unseen_rx,24778,42000,58.99523809523809,V2,17222
Ux_normalized,leo_low_elev_weak,named,test_unseen_day_rx_0,3540,6000,59.0,V2,2460
Ux_normalized,leo_low_elev_weak,named,test_unseen_day_rx_2,2459,6000,40.983333333333334,V2,3541
Ux_normalized,leo_low_elev_weak,named,test_unseen_day_rx_5,3699,6000,61.65,V2,2301
Ux_normalized,leo_low_elev_weak,named,test_unseen_day_rx_7,3192,6000,53.2,V2,2808
Ux_normalized,leo_low_elev_weak,named,test_unseen_day_rx_9,3847,6000,64.11666666666666,V2,2153
Ux_normalized,leo_low_elev_weak,named,test_unseen_day_rx_10,4106,6000,68.43333333333334,V2,1894
Ux_normalized,leo_low_elev_weak,named,test_unseen_day_rx_11,3935,6000,65.58333333333333,V2,2065
Ux_normalized,leo_low_elev_weak,receiver_all_days,0,16355,24000,68.14583333333333,V2,7645
Ux_normalized,leo_low_elev_weak,receiver_all_days,1,4241,6000,70.68333333333334,V2,1759
Ux_normalized,leo_low_elev_weak,receiver_all_days,2,11207,24000,46.69583333333333,V2,12793
Ux_normalized,leo_low_elev_weak,receiver_all_days,3,4182,6000,69.7,V2,1818
Ux_normalized,leo_low_elev_weak,receiver_all_days,4,5053,6000,84.21666666666667,V2,947
Ux_normalized,leo_low_elev_weak,receiver_all_days,5,17025,24000,70.9375,V2,6975
Ux_normalized,leo_low_elev_weak,receiver_all_days,6,4987,6000,83.11666666666666,V2,1013
Ux_normalized,leo_low_elev_weak,receiver_all_days,7,10611,24000,44.2125,V2,13389
Ux_normalized,leo_low_elev_weak,receiver_all_days,8,4288,6000,71.46666666666667,V2,1712
Ux_normalized,leo_low_elev_weak,receiver_all_days,9,16878,24000,70.325,V2,7122
Ux_normalized,leo_low_elev_weak,receiver_all_days,10,14869,24000,61.954166666666666,V2,9131
Ux_normalized,leo_low_elev_weak,receiver_all_days,11,15243,24000,63.5125,V2,8757
Ux_normalized,leo_low_elev_weak,class,0,23412,33000,70.94545454545455,V2,9588
Ux_normalized,leo_low_elev_weak,class,1,8935,33000,27.075757575757574,V2,24065
Ux_normalized,leo_low_elev_weak,class,2,17597,33000,53.32424242424243,V2,15403
Ux_normalized,leo_low_elev_weak,class,3,18864,33000,57.163636363636364,V2,14136
Ux_normalized,leo_low_elev_weak,class,4,25805,33000,78.1969696969697,V2,7195
Ux_normalized,leo_low_elev_weak,class,5,30326,33000,91.89696969696969,V2,2674
Ux_normalized,leo_rain_weak,aggregate,all,125126,198000,63.1949494949495,V2,72874
Ux_normalized,leo_rain_weak,named,test_unseen_day_seen_rx,22862,30000,76.20666666666666,V2,7138
Ux_normalized,leo_rain_weak,named,test_day_0,22862,30000,76.20666666666666,V2,7138
Ux_normalized,leo_rain_weak,named,test_seen_day_unseen_rx,77540,126000,61.53968253968254,V2,48460
Ux_normalized,leo_rain_weak,named,test_rx_0,12739,18000,70.77222222222223,V2,5261
Ux_normalized,leo_rain_weak,named,test_rx_2,8706,18000,48.36666666666667,V2,9294
